,customer_id,registered_date
82280,C508430L,2021-09-19
82281,C508430L,2021-09-19
82282,C508430L,2021-09-19
82283,C508430L,2021-09-19
82284,C508430L,2021-09-19
82285,C508430L,2021-09-19
82321,C935008L,2021-09-04
82322,C935008L,2021-09-04
82357,C460720L,2021-09-09
82366,C712646L,2021-09-21
82367,C712646L,2021-09-21
82382,C976839L,2021-09-06
82383,C976839L,2021-09-06
82389,C976839L,2021-09-06
82443,C804506L,2021-09-18
82444,C804506L,2021-09-18
82445,C804506L,2021-09-18
82446,C804506L,2021-09-18
82477,C804506L,2021-09-18
82500,C804506L,2021-09-18
82501,C804506L,2021-09-18
82505,C409304L,2021-09-17
82506,C409304L,2021-09-17
82571,C259981L,2021-09-01
82572,C259981L,2021-09-01
82581,C259981L,2021-09-01
82582,C259981L,2021-09-01
82583,C259981L,2021-09-01
82655,C231220L,2021-09-06
82656,C231220L,2021-09-06
82657,C231220L,2021-09-06
82658,C231220L,2021-09-06
82659,C231220L,2021-09-06
82660,C231220L,2021-09-06
82661,C231220L,2021-09-06
82662,C231220L,2021-09-06
82663,C231220L,2021-09-06
82664,C231220L,2021-09-06
82665,C231220L,2021-09-06
82717,C587048L,2021-09-10
82718,C587048L,2021-09-10
82721,C587048L,2021-09-10
82754,C116452L,2021-09-14
82755,C116452L,2021-09-14
82756,C116452L,2021-09-14
82757,C116452L,2021-09-14
82759,C116452L,2021-09-14
82761,C116452L,2021-09-14
82781,C535260L,2021-09-20
82795,C217510L,2021-09-19
82838,C147479L,2021-09-23
82839,C147479L,2021-09-23
82840,C147479L,2021-09-23
82850,C147479L,2021-09-23
82893,C804461L,2021-09-02
82909,C969273L,2021-09-16
82910,C969273L,2021-09-16
82916,C969273L,2021-09-16
82917,C969273L,2021-09-16
82918,C969273L,2021-09-16
83005,C333026L,2021-09-09
83038,C939808L,2021-09-27
83039,C939808L,2021-09-27
83044,C519124L,2021-09-27
83045,C519124L,2021-09-27
83046,C519124L,2021-09-27
83047,C519124L,2021-09-27
83048,C519124L,2021-09-27
83051,C802207L,2021-09-04
83056,C802207L,2021-09-04
83057,C802207L,2021-09-04
83163,C843695L,2021-09-05
83164,C843695L,2021-09-05
83165,C843695L,2021-09-05
83166,C843695L,2021-09-05
83167,C843695L,2021-09-05
83168,C843695L,2021-09-05
83169,C843695L,2021-09-05
83391,C117017L,2021-09-02
83392,C117017L,2021-09-02
83456,C955175L,2021-09-18
83457,C955175L,2021-09-18
83458,C955175L,2021-09-18
83459,C955175L,2021-09-18
83460,C955175L,2021-09-18
83461,C955175L,2021-09-18
83462,C955175L,2021-09-18
83477,C420856L,2021-09-26
83478,C420856L,2021-09-26
83587,C975487L,2021-09-06
83588,C975487L,2021-09-06
83589,C975487L,2021-09-06
83590,C975487L,2021-09-06
83591,C975487L,2021-09-06
83592,C975487L,2021-09-06
83604,C975487L,2021-09-06
83631,C483111L,2021-09-02
83632,C483111L,2021-09-02
83659,C964610L,2021-09-15
83660,C964610L,2021-09-15
83712,C438658L,2021-09-08
83713,C438658L,2021-09-08
83715,C438658L,2021-09-08
83716,C438658L,2021-09-08
83719,C438658L,2021-09-08
83724,C438658L,2021-09-08
83725,C438658L,2021-09-08
83726,C438658L,2021-09-08
83728,C438658L,2021-09-08
83735,C363192L,2021-09-05
83736,C363192L,2021-09-05
83755,C776065L,2021-09-08
83756,C776065L,2021-09-08
83757,C776065L,2021-09-08
83758,C776065L,2021-09-08
83759,C776065L,2021-09-08
83761,C776065L,2021-09-08
83764,C776065L,2021-09-08
83766,C776065L,2021-09-08
83767,C776065L,2021-09-08
83810,C226978L,2021-09-16
83812,C226978L,2021-09-16
83816,C226978L,2021-09-16
83817,C226978L,2021-09-16
83818,C226978L,2021-09-16
83819,C226978L,2021-09-16
83887,C187489L,2021-09-19
83926,C187489L,2021-09-19
83927,C187489L,2021-09-19
83931,C187489L,2021-09-19
83932,C187489L,2021-09-19
83933,C187489L,2021-09-19
83934,C187489L,2021-09-19
83935,C187489L,2021-09-19
83936,C187489L,2021-09-19
83937,C187489L,2021-09-19
83938,C187489L,2021-09-19
83940,C187489L,2021-09-19
83948,C187489L,2021-09-19
83997,C390416L,2021-09-27
84007,C890010L,2021-09-13
84043,C475214L,2021-09-26
84044,C475214L,2021-09-26
84154,C670551L,2021-09-14
84155,C670551L,2021-09-14
84156,C670551L,2021-09-14
84157,C670551L,2021-09-14
84158,C670551L,2021-09-14
84289,C774721L,2021-09-24
84290,C774721L,2021-09-24
84291,C774721L,2021-09-24
84292,C774721L,2021-09-24
84293,C774721L,2021-09-24
84294,C774721L,2021-09-24
84295,C774721L,2021-09-24
84296,C774721L,2021-09-24
84297,C774721L,2021-09-24
84298,C774721L,2021-09-24
84299,C774721L,2021-09-24
84300,C774721L,2021-09-24
84301,C774721L,2021-09-24
84463,C546279L,2021-09-19
84464,C546279L,2021-09-19
84465,C546279L,2021-09-19
84466,C546279L,2021-09-19
84625,C890940L,2021-09-28
84633,C890940L,2021-09-28
84654,C890940L,2021-09-28
84655,C890940L,2021-09-28
84656,C890940L,2021-09-28
84664,C890940L,2021-09-28
84665,C890940L,2021-09-28
84666,C890940L,2021-09-28
84667,C890940L,2021-09-28
84717,C479001L,2021-09-17
84718,C479001L,2021-09-17
84719,C479001L,2021-09-17
84721,C479001L,2021-09-17
84722,C479001L,2021-09-17
84723,C479001L,2021-09-17
84730,C479001L,2021-09-17
84750,C479001L,2021-09-17
84754,C479001L,2021-09-17
84755,C479001L,2021-09-17
84756,C479001L,2021-09-17
84810,C114466L,2021-09-20
84938,C491804L,2021-09-28
85092,C383917L,2021-09-23
85096,C383917L,2021-09-23
85097,C383917L,2021-09-23
85144,C643783L,2021-09-05
85145,C643783L,2021-09-05
85146,C643783L,2021-09-05
85154,C643783L,2021-09-05
85155,C643783L,2021-09-05
85156,C643783L,2021-09-05
85157,C643783L,2021-09-05
85203,C701816L,2021-09-27
85204,C701816L,2021-09-27
85205,C701816L,2021-09-27
85206,C701816L,2021-09-27
85207,C701816L,2021-09-27
85252,C419905L,2021-09-02
85253,C419905L,2021-09-02
85254,C419905L,2021-09-02
85255,C419905L,2021-09-02
85258,C419905L,2021-09-02
85314,C654541L,2021-09-28
85316,C654541L,2021-09-28
85318,C654541L,2021-09-28
85443,C393861L,2021-09-08
85458,C622240L,2021-09-06
85459,C622240L,2021-09-06
85460,C622240L,2021-09-06
85464,C622240L,2021-09-06
85466,C622240L,2021-09-06
85467,C622240L,2021-09-06
85468,C622240L,2021-09-06
85469,C622240L,2021-09-06
85470,C622240L,2021-09-06
85472,C622240L,2021-09-06
85473,C622240L,2021-09-06
85474,C622240L,2021-09-06
85475,C622240L,2021-09-06
85476,C622240L,2021-09-06
85477,C622240L,2021-09-06
85478,C622240L,2021-09-06
85479,C622240L,2021-09-06
85480,C622240L,2021-09-06
85481,C622240L,2021-09-06
85482,C622240L,2021-09-06
85485,C622240L,2021-09-06
85498,C865081L,2021-09-21
85499,C865081L,2021-09-21
85501,C865081L,2021-09-21
85572,C581620L,2021-09-08
85575,C581620L,2021-09-08
85576,C581620L,2021-09-08
85577,C581620L,2021-09-08
85578,C581620L,2021-09-08
85626,C399620L,2021-09-19
85627,C399620L,2021-09-19
85665,C166206L,2021-09-20
85668,C166206L,2021-09-20
85669,C166206L,2021-09-20
85670,C166206L,2021-09-20
85671,C166206L,2021-09-20
85672,C166206L,2021-09-20
85673,C166206L,2021-09-20
85674,C166206L,2021-09-20
85675,C166206L,2021-09-20
85676,C166206L,2021-09-20
85677,C166206L,2021-09-20
85678,C166206L,2021-09-20
85679,C166206L,2021-09-20
85720,C778202L,2021-09-19
85724,C778202L,2021-09-19
85774,C376669L,2021-09-07
85776,C376669L,2021-09-07
85830,C490050L,2021-09-04
85831,C490050L,2021-09-04
85852,C936834L,2021-09-26
85886,C571005L,2021-09-02
85887,C571005L,2021-09-02
85888,C571005L,2021-09-02
85975,C928086L,2021-09-05
86000,C631924L,2021-09-27
86042,C614640L,2021-09-27
86123,C641655L,2021-09-09
86124,C641655L,2021-09-09
86125,C641655L,2021-09-09
86126,C641655L,2021-09-09
86177,C779890L,2021-09-14
86178,C779890L,2021-09-14
86205,C953541L,2021-09-28
86206,C953541L,2021-09-28
86208,C953541L,2021-09-28
86255,C790130L,2021-09-25
86283,C384927L,2021-09-09
86284,C384927L,2021-09-09
86674,C412307L,2021-09-02
86686,C412307L,2021-09-02
86692,C503768L,2021-09-20
86693,C503768L,2021-09-20
86694,C503768L,2021-09-20
86695,C503768L,2021-09-20
86696,C503768L,2021-09-20
86729,C272319L,2021-09-01
86730,C272319L,2021-09-01
86731,C272319L,2021-09-01
86732,C272319L,2021-09-01
86733,C272319L,2021-09-01
86734,C272319L,2021-09-01
86783,C438516L,2021-09-12
86826,C727325L,2021-09-15
86827,C727325L,2021-09-15
86828,C727325L,2021-09-15
86829,C727325L,2021-09-15
86832,C727325L,2021-09-15
86833,C727325L,2021-09-15
86862,C699161L,2021-09-03
86889,C967337L,2021-09-03
86890,C967337L,2021-09-03
86891,C967337L,2021-09-03
86899,C927264L,2021-09-21
86900,C927264L,2021-09-21
86901,C927264L,2021-09-21
86906,C927264L,2021-09-21
86978,C678767L,2021-09-03
87010,C848842L,2021-09-21
87011,C848842L,2021-09-21
87012,C848842L,2021-09-21
87016,C848842L,2021-09-21
87017,C848842L,2021-09-21
87018,C848842L,2021-09-21
87019,C848842L,2021-09-21
87020,C848842L,2021-09-21
87046,C476739L,2021-09-23
87047,C476739L,2021-09-23
87052,C476739L,2021-09-23
87056,C476739L,2021-09-23
87057,C476739L,2021-09-23
87073,C192806L,2021-09-03
87074,C192806L,2021-09-03
87075,C192806L,2021-09-03
87076,C192806L,2021-09-03
87077,C192806L,2021-09-03
87078,C192806L,2021-09-03
87079,C192806L,2021-09-03
87080,C192806L,2021-09-03
87081,C192806L,2021-09-03
87095,C833888L,2021-09-24
87096,C833888L,2021-09-24
87122,C175404L,2021-09-06
87123,C175404L,2021-09-06
87124,C175404L,2021-09-06
87169,C410033L,2021-09-12
87170,C410033L,2021-09-12
87171,C410033L,2021-09-12
87172,C410033L,2021-09-12
87173,C410033L,2021-09-12
87210,C737797L,2021-09-28
87211,C737797L,2021-09-28
87224,C170056L,2021-09-01
87227,C302152L,2021-09-05
87318,C392936L,2021-09-26
87319,C392936L,2021-09-26
87324,C487545L,2021-09-21
87325,C487545L,2021-09-21
87387,C898338L,2021-09-23
87657,C573779L,2021-09-12
87658,C573779L,2021-09-12
87659,C573779L,2021-09-12
87660,C573779L,2021-09-12
87661,C573779L,2021-09-12
87662,C573779L,2021-09-12
87663,C573779L,2021-09-12
87664,C573779L,2021-09-12
87665,C573779L,2021-09-12
87666,C573779L,2021-09-12
87667,C573779L,2021-09-12
87674,C573779L,2021-09-12
87710,C772940L,2021-09-20
87718,C944012L,2021-09-03
87726,C944012L,2021-09-03
87727,C944012L,2021-09-03
87728,C944012L,2021-09-03
87730,C944012L,2021-09-03
87731,C944012L,2021-09-03
87732,C944012L,2021-09-03
87733,C944012L,2021-09-03
87734,C944012L,2021-09-03
87735,C944012L,2021-09-03
87736,C944012L,2021-09-03
87739,C486312L,2021-09-11
87740,C486312L,2021-09-11
87754,C619566L,2021-09-28
87755,C619566L,2021-09-28
87767,C594245L,2021-09-10
87805,C291782L,2021-09-23
87806,C291782L,2021-09-23
87833,C647920L,2021-09-03
87856,C833518L,2021-09-18
87861,C833518L,2021-09-18
87862,C833518L,2021-09-18
87863,C833518L,2021-09-18
87864,C833518L,2021-09-18
87868,C365581L,2021-09-14
87870,C365581L,2021-09-14
88097,C934834L,2021-09-27
88100,C934834L,2021-09-27
88107,C934834L,2021-09-27
88127,C599439L,2021-09-17
88168,C568082L,2021-09-23
88169,C568082L,2021-09-23
88170,C568082L,2021-09-23
88171,C568082L,2021-09-23
88212,C556889L,2021-09-16
88213,C556889L,2021-09-16
88215,C556889L,2021-09-16
88239,C957085L,2021-09-10
88261,C279241L,2021-09-25
88298,C832033L,2021-09-10
88330,C521217L,2021-09-19
88331,C521217L,2021-09-19
88332,C521217L,2021-09-19
88333,C521217L,2021-09-19
88347,C521217L,2021-09-19
88348,C521217L,2021-09-19
88493,C284236L,2021-09-03
88494,C284236L,2021-09-03
88495,C284236L,2021-09-03
88538,C284236L,2021-09-03
88539,C284236L,2021-09-03
88540,C284236L,2021-09-03
88541,C284236L,2021-09-03
88542,C284236L,2021-09-03
88543,C284236L,2021-09-03
88544,C284236L,2021-09-03
88546,C284236L,2021-09-03
88548,C284236L,2021-09-03
88549,C284236L,2021-09-03
88551,C284236L,2021-09-03
88553,C284236L,2021-09-03
88554,C284236L,2021-09-03
88555,C284236L,2021-09-03
88556,C284236L,2021-09-03
88557,C284236L,2021-09-03
88558,C284236L,2021-09-03
88559,C284236L,2021-09-03
88560,C284236L,2021-09-03
88561,C284236L,2021-09-03
88562,C284236L,2021-09-03
88563,C284236L,2021-09-03
88564,C284236L,2021-09-03
88565,C284236L,2021-09-03
88566,C284236L,2021-09-03
88567,C284236L,2021-09-03
88568,C284236L,2021-09-03
88569,C284236L,2021-09-03
88570,C284236L,2021-09-03
88571,C284236L,2021-09-03
88572,C284236L,2021-09-03
88603,C284236L,2021-09-03
88604,C284236L,2021-09-03
88605,C284236L,2021-09-03
88667,C999339L,2021-09-16
88668,C999339L,2021-09-16
88669,C999339L,2021-09-16
88670,C999339L,2021-09-16
88671,C999339L,2021-09-16
88672,C999339L,2021-09-16
88673,C999339L,2021-09-16
88674,C999339L,2021-09-16
88675,C999339L,2021-09-16
88676,C999339L,2021-09-16
88677,C999339L,2021-09-16
88678,C999339L,2021-09-16
88679,C999339L,2021-09-16
88680,C999339L,2021-09-16
88681,C999339L,2021-09-16
88682,C999339L,2021-09-16
88683,C999339L,2021-09-16
88684,C999339L,2021-09-16
88685,C999339L,2021-09-16
88686,C999339L,2021-09-16
88707,C999339L,2021-09-16
88708,C999339L,2021-09-16
88709,C999339L,2021-09-16
88710,C999339L,2021-09-16
88711,C999339L,2021-09-16
88765,C681577L,2021-09-11
88766,C681577L,2021-09-11
88767,C681577L,2021-09-11
88768,C681577L,2021-09-11
88769,C681577L,2021-09-11
88770,C681577L,2021-09-11
88781,C681577L,2021-09-11
88782,C681577L,2021-09-11
88783,C681577L,2021-09-11
88784,C681577L,2021-09-11
88785,C681577L,2021-09-11
88786,C681577L,2021-09-11
88787,C681577L,2021-09-11
88788,C681577L,2021-09-11
88789,C681577L,2021-09-11
88825,C978558L,2021-09-08
88826,C978558L,2021-09-08
88916,C797614L,2021-09-16
88917,C797614L,2021-09-16
88918,C797614L,2021-09-16
88919,C797614L,2021-09-16
88945,C770598L,2021-09-23
88946,C770598L,2021-09-23
88947,C770598L,2021-09-23
88948,C770598L,2021-09-23
88949,C770598L,2021-09-23
88950,C770598L,2021-09-23
88960,C770598L,2021-09-23
88962,C770598L,2021-09-23
88963,C770598L,2021-09-23
88964,C770598L,2021-09-23
88965,C770598L,2021-09-23
88966,C770598L,2021-09-23
88967,C770598L,2021-09-23
88968,C770598L,2021-09-23
88969,C770598L,2021-09-23
88970,C770598L,2021-09-23
89120,C421049L,2021-09-11
89121,C421049L,2021-09-11
89157,C421049L,2021-09-11
89158,C421049L,2021-09-11
89159,C421049L,2021-09-11
89160,C421049L,2021-09-11
89161,C421049L,2021-09-11
89162,C421049L,2021-09-11
89163,C421049L,2021-09-11
89164,C421049L,2021-09-11
89165,C421049L,2021-09-11
89166,C421049L,2021-09-11
89177,C421049L,2021-09-11
89178,C421049L,2021-09-11
89179,C421049L,2021-09-11
89180,C421049L,2021-09-11
89181,C421049L,2021-09-11
89182,C421049L,2021-09-11
89183,C421049L,2021-09-11
89184,C421049L,2021-09-11
89185,C421049L,2021-09-11
89186,C421049L,2021-09-11
89187,C421049L,2021-09-11
89188,C421049L,2021-09-11
89189,C421049L,2021-09-11
89190,C421049L,2021-09-11
89191,C421049L,2021-09-11
89192,C421049L,2021-09-11
89193,C421049L,2021-09-11
89194,C421049L,2021-09-11
89195,C421049L,2021-09-11
89272,C143145L,2021-09-01
89274,C143145L,2021-09-01
89275,C143145L,2021-09-01
89276,C143145L,2021-09-01
89300,C360861L,2021-09-21
89301,C360861L,2021-09-21
89305,C184455L,2021-09-13
89309,C184455L,2021-09-13
89355,C546863L,2021-09-08
89356,C546863L,2021-09-08
89357,C546863L,2021-09-08
89358,C546863L,2021-09-08
89359,C546863L,2021-09-08
89360,C546863L,2021-09-08
89399,C516432L,2021-09-20
89400,C516432L,2021-09-20
89463,C872888L,2021-09-02
89468,C898665L,2021-09-07
89469,C898665L,2021-09-07
89536,C498431L,2021-09-14
89537,C498431L,2021-09-14
89538,C498431L,2021-09-14
89547,C775052L,2021-09-04
89548,C775052L,2021-09-04
89549,C775052L,2021-09-04
89574,C471204L,2021-09-16
89602,C966162L,2021-09-24
89603,C966162L,2021-09-24
89628,C846056L,2021-09-08
89633,C846056L,2021-09-08
89635,C846056L,2021-09-08
89654,C133272L,2021-09-02
89814,C465509L,2021-09-02
89815,C465509L,2021-09-02
89816,C465509L,2021-09-02
89817,C465509L,2021-09-02
89818,C465509L,2021-09-02
89819,C465509L,2021-09-02
89841,C249008L,2021-09-07
89858,C273915L,2021-09-14
89859,C273915L,2021-09-14
89860,C273915L,2021-09-14
89861,C273915L,2021-09-14
89862,C273915L,2021-09-14
89863,C273915L,2021-09-14
89864,C273915L,2021-09-14
89865,C273915L,2021-09-14
89866,C273915L,2021-09-14
89867,C273915L,2021-09-14
89868,C273915L,2021-09-14
89869,C273915L,2021-09-14
89870,C273915L,2021-09-14
89871,C273915L,2021-09-14
89872,C273915L,2021-09-14
89992,C647809L,2021-09-07
89993,C647809L,2021-09-07
89997,C647809L,2021-09-07
89998,C647809L,2021-09-07
89999,C647809L,2021-09-07
90008,C647809L,2021-09-07
90009,C647809L,2021-09-07
90010,C647809L,2021-09-07
90014,C647809L,2021-09-07
90024,C647809L,2021-09-07
90025,C647809L,2021-09-07
90026,C647809L,2021-09-07
90027,C647809L,2021-09-07
90028,C647809L,2021-09-07
90029,C647809L,2021-09-07
90030,C647809L,2021-09-07
90031,C647809L,2021-09-07
90032,C647809L,2021-09-07
90033,C647809L,2021-09-07
90034,C647809L,2021-09-07
90035,C647809L,2021-09-07
90036,C647809L,2021-09-07
90037,C647809L,2021-09-07
90038,C647809L,2021-09-07
90039,C647809L,2021-09-07
90040,C647809L,2021-09-07
90041,C647809L,2021-09-07
90042,C647809L,2021-09-07
90043,C647809L,2021-09-07
90044,C647809L,2021-09-07
90045,C647809L,2021-09-07
90046,C647809L,2021-09-07
90047,C647809L,2021-09-07
90048,C647809L,2021-09-07
90049,C647809L,2021-09-07
90050,C647809L,2021-09-07
90051,C647809L,2021-09-07
90052,C647809L,2021-09-07
90058,C483882L,2021-09-16
90059,C483882L,2021-09-16
90060,C483882L,2021-09-16
90061,C483882L,2021-09-16
90062,C483882L,2021-09-16
90063,C483882L,2021-09-16
90064,C483882L,2021-09-16
90065,C483882L,2021-09-16
90104,C367927L,2021-09-04
90105,C367927L,2021-09-04
90106,C367927L,2021-09-04
90187,C160135L,2021-09-26
90270,C554294L,2021-09-23
90271,C554294L,2021-09-23
90272,C554294L,2021-09-23
90273,C554294L,2021-09-23
90274,C554294L,2021-09-23
90275,C554294L,2021-09-23
90276,C554294L,2021-09-23
90277,C554294L,2021-09-23
90278,C554294L,2021-09-23
90279,C554294L,2021-09-23
90280,C554294L,2021-09-23
90453,C479640L,2021-09-21
90454,C479640L,2021-09-21
90455,C479640L,2021-09-21
90456,C479640L,2021-09-21
90578,C763709L,2021-09-15
90579,C763709L,2021-09-15
90695,C292926L,2021-09-05
90696,C292926L,2021-09-05
90698,C292926L,2021-09-05
90699,C292926L,2021-09-05
90701,C292926L,2021-09-05
90706,C292926L,2021-09-05
90711,C292926L,2021-09-05
90712,C292926L,2021-09-05
90917,C345656L,2021-09-05
90974,C132848L,2021-09-28
91021,C596297L,2021-09-06
91022,C596297L,2021-09-06
91023,C596297L,2021-09-06
91024,C596297L,2021-09-06
91036,C592133L,2021-09-20
91037,C592133L,2021-09-20
91038,C592133L,2021-09-20
91039,C592133L,2021-09-20
91040,C592133L,2021-09-20
91041,C592133L,2021-09-20
91042,C592133L,2021-09-20
91130,C121063L,2021-09-25
91131,C121063L,2021-09-25
91132,C121063L,2021-09-25
91133,C121063L,2021-09-25
91138,C121063L,2021-09-25
91139,C121063L,2021-09-25
91140,C121063L,2021-09-25
91141,C121063L,2021-09-25
91167,C242794L,2021-09-08
91168,C242794L,2021-09-08
91169,C242794L,2021-09-08
91170,C242794L,2021-09-08
91171,C242794L,2021-09-08
91172,C242794L,2021-09-08
91223,C944532L,2021-09-26
91235,C404640L,2021-09-07
91239,C702710L,2021-09-07
91256,C755133L,2021-09-09
91257,C755133L,2021-09-09
91258,C755133L,2021-09-09
91259,C755133L,2021-09-09
91260,C755133L,2021-09-09
91261,C755133L,2021-09-09
91262,C755133L,2021-09-09
91263,C755133L,2021-09-09
91264,C755133L,2021-09-09
91265,C755133L,2021-09-09
91266,C755133L,2021-09-09
91267,C755133L,2021-09-09
91268,C755133L,2021-09-09
91269,C755133L,2021-09-09
91270,C755133L,2021-09-09
91271,C755133L,2021-09-09
91272,C755133L,2021-09-09
91273,C755133L,2021-09-09
91274,C755133L,2021-09-09
91275,C755133L,2021-09-09
91484,C675024L,2021-09-26
91491,C675024L,2021-09-26
91493,C675024L,2021-09-26
91495,C675024L,2021-09-26
91512,C675024L,2021-09-26
91584,C675024L,2021-09-26
91598,C675024L,2021-09-26
91650,C675024L,2021-09-26
91651,C675024L,2021-09-26
91652,C675024L,2021-09-26
91653,C675024L,2021-09-26
91654,C675024L,2021-09-26
91658,C675024L,2021-09-26
91659,C675024L,2021-09-26
91660,C675024L,2021-09-26
91664,C675024L,2021-09-26
91669,C675024L,2021-09-26
91679,C675024L,2021-09-26
91681,C675024L,2021-09-26
91684,C675024L,2021-09-26
91685,C675024L,2021-09-26
91686,C675024L,2021-09-26
91687,C675024L,2021-09-26
91688,C675024L,2021-09-26
91689,C675024L,2021-09-26
91690,C675024L,2021-09-26
91691,C675024L,2021-09-26
91760,C291626L,2021-09-24
91764,C291626L,2021-09-24
91803,C568085L,2021-09-08
91804,C568085L,2021-09-08
91805,C568085L,2021-09-08
91809,C568085L,2021-09-08
91810,C568085L,2021-09-08
91873,C605840L,2021-09-22
91917,C613135L,2021-09-22
91918,C613135L,2021-09-22
91919,C613135L,2021-09-22
91920,C613135L,2021-09-22
91946,C568760L,2021-09-15
91947,C568760L,2021-09-15
91979,C599475L,2021-09-25
91980,C599475L,2021-09-25
91982,C599475L,2021-09-25
91983,C599475L,2021-09-25
91984,C599475L,2021-09-25
91985,C599475L,2021-09-25
91986,C599475L,2021-09-25
91987,C599475L,2021-09-25
91988,C599475L,2021-09-25
91989,C599475L,2021-09-25
91990,C599475L,2021-09-25
91991,C599475L,2021-09-25
91992,C599475L,2021-09-25
91993,C599475L,2021-09-25
91994,C599475L,2021-09-25
91995,C599475L,2021-09-25
91996,C599475L,2021-09-25
92104,C697826L,2021-09-01
92105,C697826L,2021-09-01
92106,C697826L,2021-09-01
92107,C697826L,2021-09-01
92108,C697826L,2021-09-01
92109,C697826L,2021-09-01
92113,C697826L,2021-09-01
92116,C697826L,2021-09-01
92117,C697826L,2021-09-01
92118,C697826L,2021-09-01
92119,C697826L,2021-09-01
92120,C697826L,2021-09-01
92128,C697826L,2021-09-01
92129,C697826L,2021-09-01
92130,C697826L,2021-09-01
92131,C697826L,2021-09-01
92132,C697826L,2021-09-01
92133,C697826L,2021-09-01
92149,C697826L,2021-09-01
92157,C697826L,2021-09-01
92158,C697826L,2021-09-01
92159,C697826L,2021-09-01
92160,C697826L,2021-09-01
92163,C697826L,2021-09-01
92164,C697826L,2021-09-01
92165,C697826L,2021-09-01
92166,C697826L,2021-09-01
92167,C697826L,2021-09-01
92168,C697826L,2021-09-01
92169,C697826L,2021-09-01
92170,C697826L,2021-09-01
92171,C697826L,2021-09-01
92172,C697826L,2021-09-01
92173,C697826L,2021-09-01
92174,C697826L,2021-09-01
92175,C697826L,2021-09-01
92176,C697826L,2021-09-01
92177,C697826L,2021-09-01
92178,C697826L,2021-09-01
92179,C697826L,2021-09-01
92180,C697826L,2021-09-01
92181,C697826L,2021-09-01
92182,C697826L,2021-09-01
92183,C697826L,2021-09-01
92184,C697826L,2021-09-01
92185,C697826L,2021-09-01
92186,C697826L,2021-09-01
92187,C697826L,2021-09-01
92188,C697826L,2021-09-01
92189,C697826L,2021-09-01
92190,C697826L,2021-09-01
92191,C697826L,2021-09-01
92192,C697826L,2021-09-01
92210,C697826L,2021-09-01
92211,C697826L,2021-09-01
92212,C697826L,2021-09-01
92213,C697826L,2021-09-01
92214,C697826L,2021-09-01
92215,C697826L,2021-09-01
92216,C697826L,2021-09-01
92217,C697826L,2021-09-01
92218,C697826L,2021-09-01
92219,C697826L,2021-09-01
92220,C697826L,2021-09-01
92221,C697826L,2021-09-01
92222,C697826L,2021-09-01
92223,C697826L,2021-09-01
92224,C697826L,2021-09-01
92225,C697826L,2021-09-01
92226,C697826L,2021-09-01
92227,C697826L,2021-09-01
92228,C697826L,2021-09-01
92229,C697826L,2021-09-01
92230,C697826L,2021-09-01
92231,C697826L,2021-09-01
92232,C697826L,2021-09-01
92233,C697826L,2021-09-01
92234,C697826L,2021-09-01
92235,C697826L,2021-09-01
92236,C697826L,2021-09-01
92237,C697826L,2021-09-01
92238,C697826L,2021-09-01
92239,C697826L,2021-09-01
92240,C697826L,2021-09-01
92241,C697826L,2021-09-01
92242,C697826L,2021-09-01
92243,C697826L,2021-09-01
92244,C697826L,2021-09-01
92245,C697826L,2021-09-01
92246,C697826L,2021-09-01
92247,C697826L,2021-09-01
92248,C697826L,2021-09-01
92249,C697826L,2021-09-01
92250,C697826L,2021-09-01
92251,C697826L,2021-09-01
92252,C697826L,2021-09-01
92253,C697826L,2021-09-01
92254,C697826L,2021-09-01
92255,C697826L,2021-09-01
92256,C697826L,2021-09-01
92257,C697826L,2021-09-01
92258,C697826L,2021-09-01
92259,C697826L,2021-09-01
92260,C697826L,2021-09-01
92261,C697826L,2021-09-01
92262,C697826L,2021-09-01
92263,C697826L,2021-09-01
92264,C697826L,2021-09-01
92265,C697826L,2021-09-01
92266,C697826L,2021-09-01
92267,C697826L,2021-09-01
92268,C697826L,2021-09-01
92298,C813313L,2021-09-13
92299,C813313L,2021-09-13
92311,C492323L,2021-09-05
92334,C230849L,2021-09-08
92385,C265867L,2021-09-04
92386,C265867L,2021-09-04
92387,C265867L,2021-09-04
92388,C265867L,2021-09-04
92389,C265867L,2021-09-04
92390,C265867L,2021-09-04
92424,C982137L,2021-09-12
92435,C120003L,2021-09-05
92436,C120003L,2021-09-05
92437,C120003L,2021-09-05
92438,C120003L,2021-09-05
92439,C120003L,2021-09-05
92440,C120003L,2021-09-05
92441,C120003L,2021-09-05
92442,C120003L,2021-09-05
92443,C120003L,2021-09-05
92444,C120003L,2021-09-05
92445,C120003L,2021-09-05
92533,C948074L,2021-09-08
92571,C464572L,2021-09-09
92924,C215074L,2021-09-13
92925,C215074L,2021-09-13
92926,C215074L,2021-09-13
92927,C215074L,2021-09-13
92932,C215074L,2021-09-13
92935,C215074L,2021-09-13
92936,C215074L,2021-09-13
92937,C215074L,2021-09-13
92945,C215074L,2021-09-13
92946,C215074L,2021-09-13
92947,C215074L,2021-09-13
92948,C215074L,2021-09-13
92952,C215074L,2021-09-13
92953,C215074L,2021-09-13
92954,C215074L,2021-09-13
92955,C215074L,2021-09-13
92956,C215074L,2021-09-13
92957,C215074L,2021-09-13
92958,C215074L,2021-09-13
92959,C215074L,2021-09-13
